arm	source_contig	source_position_1based	variant_type	source_region	b0_contig	b0_position_1based	b0_region	status	reason
B0	contig_1	42640	INDEL	unique_or_unresolved_flank	contig_1	42640	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_1	47363	INDEL	unique_or_unresolved_flank	contig_1	47363	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_1	48748	INDEL	unique_or_unresolved_flank	contig_1	48748	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_1	49002	INDEL	unique_or_unresolved_flank	contig_1	49002	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_1	50000	INDEL	unique_or_unresolved_flank	contig_1	50000	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_1	50783	INDEL	unique_or_unresolved_flank	contig_1	50783	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_1	51198	INDEL	unique_or_unresolved_flank	contig_1	51198	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_1	51453	INDEL	unique_or_unresolved_flank	contig_1	51453	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_1	52337	INDEL	unique_or_unresolved_flank	contig_1	52337	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_1	52363	INDEL	unique_or_unresolved_flank	contig_1	52363	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_1	52616	INDEL	unique_or_unresolved_flank	contig_1	52616	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_1	53123	INDEL	unique_or_unresolved_flank	contig_1	53123	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_1	53286	INDEL	unique_or_unresolved_flank	contig_1	53286	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_1	53878	INDEL	unique_or_unresolved_flank	contig_1	53878	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_1	54808	INDEL	unique_or_unresolved_flank	contig_1	54808	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_1	55896	INDEL	unique_or_unresolved_flank	contig_1	55896	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_1	56029	INDEL	unique_or_unresolved_flank	contig_1	56029	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_1	56752	INDEL	unique_or_unresolved_flank	contig_1	56752	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_1	60855	INDEL	unique_or_unresolved_flank	contig_1	60855	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_1	63148	INDEL	unique_or_unresolved_flank	contig_1	63148	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_1	63407	INDEL	unique_or_unresolved_flank	contig_1	63407	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_1	63650	INDEL	unique_or_unresolved_flank	contig_1	63650	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_1	69906	INDEL	unique_or_unresolved_flank	contig_1	69906	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_1	70273	INDEL	unique_or_unresolved_flank	contig_1	70273	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_1	77295	INDEL	unique_or_unresolved_flank	contig_1	77295	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_1	77650	INDEL	unique_or_unresolved_flank	contig_1	77650	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_1	80786	INDEL	unique_or_unresolved_flank	contig_1	80786	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_1	83722	INDEL	unique_or_unresolved_flank	contig_1	83722	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_1	85070	INDEL	unique_or_unresolved_flank	contig_1	85070	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_1	88225	INDEL	unique_or_unresolved_flank	contig_1	88225	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_1	89670	INDEL	unique_or_unresolved_flank	contig_1	89670	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_1	89953	INDEL	unique_or_unresolved_flank	contig_1	89953	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_1	92918	INDEL	unique_or_unresolved_flank	contig_1	92918	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_1	99808	INDEL	unique_or_unresolved_flank	contig_1	99808	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_1	100411	INDEL	unique_or_unresolved_flank	contig_1	100411	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_2	49	INDEL	unique_or_unresolved_flank	contig_2	49	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	226	INDEL	unique_or_unresolved_flank	contig_2	226	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	338	INDEL	unique_or_unresolved_flank	contig_2	338	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	2032	INDEL	unique_or_unresolved_flank	contig_2	2032	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	2192	INDEL	unique_or_unresolved_flank	contig_2	2192	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	2504	INDEL	unique_or_unresolved_flank	contig_2	2504	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	3168	INDEL	unique_or_unresolved_flank	contig_2	3168	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	3502	INDEL	unique_or_unresolved_flank	contig_2	3502	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	4086	INDEL	unique_or_unresolved_flank	contig_2	4086	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	4379	INDEL	unique_or_unresolved_flank	contig_2	4379	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	4777	INDEL	unique_or_unresolved_flank	contig_2	4777	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	5075	INDEL	unique_or_unresolved_flank	contig_2	5075	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	7313	INDEL	unique_or_unresolved_flank	contig_2	7313	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	7482	INDEL	unique_or_unresolved_flank	contig_2	7482	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	7592	INDEL	unique_or_unresolved_flank	contig_2	7592	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	7796	INDEL	unique_or_unresolved_flank	contig_2	7796	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	7939	INDEL	unique_or_unresolved_flank	contig_2	7939	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	8475	INDEL	unique_or_unresolved_flank	contig_2	8475	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	9198	INDEL	unique_or_unresolved_flank	contig_2	9198	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	10216	INDEL	unique_or_unresolved_flank	contig_2	10216	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	10341	INDEL	unique_or_unresolved_flank	contig_2	10341	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	10474	INDEL	unique_or_unresolved_flank	contig_2	10474	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	11613	INDEL	unique_or_unresolved_flank	contig_2	11613	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	11703	INDEL	unique_or_unresolved_flank	contig_2	11703	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	11975	INDEL	unique_or_unresolved_flank	contig_2	11975	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	12210	INDEL	unique_or_unresolved_flank	contig_2	12210	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	13836	INDEL	unique_or_unresolved_flank	contig_2	13836	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	14516	INDEL	unique_or_unresolved_flank	contig_2	14516	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	14557	INDEL	unique_or_unresolved_flank	contig_2	14557	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	14844	INDEL	unique_or_unresolved_flank	contig_2	14844	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	15441	INDEL	unique_or_unresolved_flank	contig_2	15441	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	16687	INDEL	unique_or_unresolved_flank	contig_2	16687	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	17210	INDEL	unique_or_unresolved_flank	contig_2	17210	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	17364	INDEL	unique_or_unresolved_flank	contig_2	17364	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	17735	INDEL	unique_or_unresolved_flank	contig_2	17735	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	17851	INDEL	unique_or_unresolved_flank	contig_2	17851	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	18097	INDEL	unique_or_unresolved_flank	contig_2	18097	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	20316	INDEL	unique_or_unresolved_flank	contig_2	20316	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	20412	INDEL	unique_or_unresolved_flank	contig_2	20412	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	20854	INDEL	unique_or_unresolved_flank	contig_2	20854	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	21727	INDEL	unique_or_unresolved_flank	contig_2	21727	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	22376	INDEL	unique_or_unresolved_flank	contig_2	22376	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	22762	INDEL	unique_or_unresolved_flank	contig_2	22762	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	23259	INDEL	unique_or_unresolved_flank	contig_2	23259	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	23404	INDEL	unique_or_unresolved_flank	contig_2	23404	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	24933	INDEL	unique_or_unresolved_flank	contig_2	24933	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	25010	INDEL	unique_or_unresolved_flank	contig_2	25010	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	25115	INDEL	unique_or_unresolved_flank	contig_2	25115	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	25636	INDEL	unique_or_unresolved_flank	contig_2	25636	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	26031	INDEL	unique_or_unresolved_flank	contig_2	26031	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	26942	INDEL	unique_or_unresolved_flank	contig_2	26942	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	27224	INDEL	unique_or_unresolved_flank	contig_2	27224	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	27642	INDEL	unique_or_unresolved_flank	contig_2	27642	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	28874	INDEL	unique_or_unresolved_flank	contig_2	28874	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	29123	INDEL	unique_or_unresolved_flank	contig_2	29123	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	29907	INDEL	unique_or_unresolved_flank	contig_2	29907	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	32591	INDEL	unique_or_unresolved_flank	contig_2	32591	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	32908	INDEL	unique_or_unresolved_flank	contig_2	32908	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	33003	INDEL	unique_or_unresolved_flank	contig_2	33003	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_2	33036	INDEL	unique_or_unresolved_flank	contig_2	33036	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	33340	INDEL	unique_or_unresolved_flank	contig_2	33340	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	33953	INDEL	unique_or_unresolved_flank	contig_2	33953	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	35047	INDEL	unique_or_unresolved_flank	contig_2	35047	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	35472	INDEL	unique_or_unresolved_flank	contig_2	35472	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	36088	INDEL	unique_or_unresolved_flank	contig_2	36088	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	38036	INDEL	unique_or_unresolved_flank	contig_2	38036	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	38501	INDEL	unique_or_unresolved_flank	contig_2	38501	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	38787	INDEL	unique_or_unresolved_flank	contig_2	38787	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	39549	INDEL	unique_or_unresolved_flank	contig_2	39549	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	40509	INDEL	unique_or_unresolved_flank	contig_2	40509	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	40607	INDEL	unique_or_unresolved_flank	contig_2	40607	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	40722	INDEL	unique_or_unresolved_flank	contig_2	40722	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
B0	contig_2	41042	INDEL	unique_or_unresolved_flank	contig_2	41042	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	41454	INDEL	unique_or_unresolved_flank	contig_2	41454	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	41910	INDEL	unique_or_unresolved_flank	contig_2	41910	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	41982	INDEL	unique_or_unresolved_flank	contig_2	41982	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	42050	INDEL	unique_or_unresolved_flank	contig_2	42050	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	42341	INDEL	unique_or_unresolved_flank	contig_2	42341	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	42503	INDEL	unique_or_unresolved_flank	contig_2	42503	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	44709	INDEL	unique_or_unresolved_flank	contig_2	44709	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	45656	INDEL	unique_or_unresolved_flank	contig_2	45656	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	46544	INDEL	unique_or_unresolved_flank	contig_2	46544	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	47568	INDEL	unique_or_unresolved_flank	contig_2	47568	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	49601	INDEL	unique_or_unresolved_flank	contig_2	49601	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	49925	INDEL	unique_or_unresolved_flank	contig_2	49925	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	50079	INDEL	unique_or_unresolved_flank	contig_2	50079	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	50213	INDEL	unique_or_unresolved_flank	contig_2	50213	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	50801	INDEL	unique_or_unresolved_flank	contig_2	50801	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	51072	INDEL	unique_or_unresolved_flank	contig_2	51072	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	53064	INDEL	unique_or_unresolved_flank	contig_2	53064	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	53252	INDEL	unique_or_unresolved_flank	contig_2	53252	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	53386	INDEL	unique_or_unresolved_flank	contig_2	53386	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	54675	INDEL	unique_or_unresolved_flank	contig_2	54675	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	55305	INDEL	unique_or_unresolved_flank	contig_2	55305	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	55566	INDEL	unique_or_unresolved_flank	contig_2	55566	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	55991	INDEL	unique_or_unresolved_flank	contig_2	55991	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	56022	INDEL	unique_or_unresolved_flank	contig_2	56022	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	56878	INDEL	unique_or_unresolved_flank	contig_2	56878	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	56996	INDEL	unique_or_unresolved_flank	contig_2	56996	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	57391	INDEL	unique_or_unresolved_flank	contig_2	57391	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	58058	INDEL	unique_or_unresolved_flank	contig_2	58058	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	59077	INDEL	unique_or_unresolved_flank	contig_2	59077	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	59177	INDEL	unique_or_unresolved_flank	contig_2	59177	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	59841	INDEL	unique_or_unresolved_flank	contig_2	59841	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	61680	INDEL	unique_or_unresolved_flank	contig_2	61680	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	62025	INDEL	unique_or_unresolved_flank	contig_2	62025	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	63303	INDEL	unique_or_unresolved_flank	contig_2	63303	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	63326	INDEL	unique_or_unresolved_flank	contig_2	63326	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	64384	INDEL	unique_or_unresolved_flank	contig_2	64384	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	64622	INDEL	unique_or_unresolved_flank	contig_2	64622	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	64740	INDEL	unique_or_unresolved_flank	contig_2	64740	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
